timestamp,product,process,wip,production,active_eqp,target_eqp,plan,produced_sum,total_changeovers
19,ProductA,Step_20,12.0,7.5,1.0,0.0,90.0,150.0,1
19,ProductA,Step_30,80.0,10.0,1.0,0.0,90.0,70.0,1
20,ProductA,Step_10,18.0,0.0,0.0,0.0,90.0,72.0,1
20,ProductA,Step_20,4.5,7.5,1.0,0.0,90.0,157.5,1
20,ProductA,Step_30,77.5,10.0,1.0,0.0,90.0,80.0,1
21,ProductA,Step_10,18.0,0.0,0.0,0.0,90.0,72.0,2
21,ProductA,Step_20,4.5,0.0,0.0,0.0,90.0,157.5,2
21,ProductA,Step_30,67.5,10.0,2.0,0.0,90.0,90.0,2
22,ProductA,Step_10,18.0,0.0,0.0,0.0,90.0,72.0,2
22,ProductA,Step_20,4.5,0.0,0.0,0.0,90.0,157.5,2
22,ProductA,Step_30,47.5,20.0,2.0,0.0,90.0,110.0,2
23,ProductA,Step_10,18.0,0.0,0.0,0.0,90.0,72.0,2
23,ProductA,Step_20,4.5,0.0,0.0,0.0,90.0,157.5,2
23,ProductA,Step_30,27.5,20.0,2.0,0.0,90.0,130.0,2

--- Inference Summary (RL) ---
Scenario,scn#2
Plan Achievement Rate (Last Step),144.44%
Overall Equipment Utilization,95.83%
Total Equipment Changeovers,2
