timestamp,product,process,wip,production,active_eqp,target_eqp,plan,produced_sum,total_changeovers
0,ProductA,Step_10,34.0,6.0,1.0,0.0,36.0,6.0,0
0,ProductA,Step_20,6.0,0.0,0.0,0.0,36.0,0.0,0
0,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
1,ProductA,Step_10,28.0,6.0,1.0,0.0,36.0,12.0,0
1,ProductA,Step_20,12.0,0.0,0.0,0.0,36.0,0.0,0
1,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
2,ProductA,Step_10,22.0,6.0,1.0,0.0,36.0,18.0,0
2,ProductA,Step_20,18.0,0.0,0.0,0.0,36.0,0.0,0
2,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
3,ProductA,Step_10,16.0,6.0,1.0,0.0,36.0,24.0,0
3,ProductA,Step_20,24.0,0.0,0.0,0.0,36.0,0.0,0
3,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
4,ProductA,Step_10,10.0,6.0,1.0,0.0,36.0,30.0,0
4,ProductA,Step_20,30.0,0.0,0.0,0.0,36.0,0.0,0
4,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
5,ProductA,Step_10,4.0,6.0,1.0,0.0,36.0,36.0,0
5,ProductA,Step_20,36.0,0.0,0.0,0.0,36.0,0.0,0
5,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
6,ProductA,Step_10,0.0,4.0,1.0,0.0,36.0,40.0,0
6,ProductA,Step_20,40.0,0.0,0.0,0.0,36.0,0.0,0
6,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,0
7,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
7,ProductA,Step_20,40.0,0.0,1.0,0.0,36.0,0.0,1
7,ProductA,Step_30,0.0,0.0,0.0,0.0,36.0,0.0,1
8,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
8,ProductA,Step_20,32.5,7.5,1.0,0.0,36.0,7.5,1
8,ProductA,Step_30,7.5,0.0,0.0,0.0,36.0,0.0,1
9,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
9,ProductA,Step_20,25.0,7.5,1.0,0.0,36.0,15.0,1
9,ProductA,Step_30,15.0,0.0,0.0,0.0,36.0,0.0,1
10,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
10,ProductA,Step_20,17.5,7.5,1.0,0.0,36.0,22.5,1
10,ProductA,Step_30,22.5,0.0,0.0,0.0,36.0,0.0,1
11,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
11,ProductA,Step_20,10.0,7.5,1.0,0.0,36.0,30.0,1
11,ProductA,Step_30,30.0,0.0,0.0,0.0,36.0,0.0,1
12,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
12,ProductA,Step_20,2.5,7.5,1.0,0.0,36.0,37.5,1
12,ProductA,Step_30,37.5,0.0,0.0,0.0,36.0,0.0,1
13,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
