timestamp,product,process,wip,production,active_eqp,target_eqp,plan,produced_sum,total_changeovers
13,ProductA,Step_20,0.0,2.5,1.0,0.0,36.0,40.0,1
13,ProductA,Step_30,40.0,0.0,0.0,0.0,36.0,0.0,1
14,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
14,ProductA,Step_20,0.0,0.0,1.0,0.0,36.0,40.0,1
14,ProductA,Step_30,40.0,0.0,0.0,0.0,36.0,0.0,1
15,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
15,ProductA,Step_20,0.0,0.0,1.0,0.0,36.0,40.0,1
15,ProductA,Step_30,40.0,0.0,0.0,0.0,36.0,0.0,1
16,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,1
16,ProductA,Step_20,0.0,0.0,1.0,0.0,36.0,40.0,1
16,ProductA,Step_30,40.0,0.0,0.0,0.0,36.0,0.0,1
17,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
17,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
17,ProductA,Step_30,40.0,0.0,1.0,0.0,36.0,0.0,2
18,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
18,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
18,ProductA,Step_30,30.0,10.0,1.0,0.0,36.0,10.0,2
19,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
19,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
19,ProductA,Step_30,20.0,10.0,1.0,0.0,36.0,20.0,2
20,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
20,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
20,ProductA,Step_30,10.0,10.0,1.0,0.0,36.0,30.0,2
21,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
21,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
21,ProductA,Step_30,0.0,10.0,1.0,0.0,36.0,40.0,2
22,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
22,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
22,ProductA,Step_30,0.0,0.0,1.0,0.0,36.0,40.0,2
23,ProductA,Step_10,0.0,0.0,0.0,0.0,36.0,40.0,2
23,ProductA,Step_20,0.0,0.0,0.0,0.0,36.0,40.0,2
23,ProductA,Step_30,0.0,0.0,1.0,0.0,36.0,40.0,2

--- Inference Summary (RL) ---
Scenario,scn#1
Plan Achievement Rate (Last Step),111.11%
Overall Equipment Utilization,66.67%
Total Equipment Changeovers,2
